cTelelecturaBO;cTelelecturaBO.linea;cTelelecturaBO.contadorNumSerie;cTelelecturaBO.ubicacion;cTelelecturaBO.fechaLectura;cTelelecturaBO.lectura;cTelelecturaBO.usuario;cTelelecturaBO.zona;cTelelecturaBO.contrato;cTelelecturaBO.periodo;cTelelecturaBO.observaciones;cTelelecturaBO.Linea;cTelelecturaBO.ContadorNumSerie;cTelelecturaBO.Ubicacion;cTelelecturaBO.FechaLectura;cTelelecturaBO.Lectura;cTelelecturaBO.Usuario;cTelelecturaBO.Zona;cTelelecturaBO.Contrato;cTelelecturaBO.Periodo;cTelelecturaBO.Observaciones
BO.Facturacion.cTelelecturaBO;"";P23VA392769Z;"";"15/04/2024 22:30:00";88491;"";"";"";"";"";"";P23VA392769Z;"";"15/04/2024 22:30:00";88491;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA392772U;"";"15/04/2024 22:30:00";140163;"";"";"";"";"";"";P23VA392772U;"";"15/04/2024 22:30:00";140163;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA392759X;"";"15/04/2024 22:30:00";117705;"";"";"";"";"";"";P23VA392759X;"";"15/04/2024 22:30:00";117705;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA392756U;"";"15/04/2024 22:30:00";80866;"";"";"";"";"";"";P23VA392756U;"";"15/04/2024 22:30:00";80866;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA392766W;"";"15/04/2024 22:30:00";67098;"";"";"";"";"";"";P23VA392766W;"";"15/04/2024 22:30:00";67098;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA392765V;"";"15/04/2024 22:30:00";52378;"";"";"";"";"";"";P23VA392765V;"";"15/04/2024 22:30:00";52378;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA459028X;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NA459028X;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA909594B;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23NA909594B;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA909651T;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23NA909651T;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA459341D;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NA459341D;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855785L;"";"15/04/2024 22:30:00";3;"";"";"";"";"";"";P23NE855785L;"";"15/04/2024 22:30:00";3;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855749H;"";"15/04/2024 22:30:00";7762206;"";"";"";"";"";"";P23NE855749H;"";"15/04/2024 22:30:00";7762206;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855775J;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NE855775J;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855754E;"";"15/04/2024 22:30:00";119302;"";"";"";"";"";"";P23NE855754E;"";"15/04/2024 22:30:00";119302;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855759J;"";"15/04/2024 22:30:00";211346;"";"";"";"";"";"";P23NE855759J;"";"15/04/2024 22:30:00";211346;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NE855766I;"";"15/04/2024 22:30:00";26436;"";"";"";"";"";"";P23NE855766I;"";"15/04/2024 22:30:00";26436;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA907776X;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23NA907776X;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA907943U;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NA907943U;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA907947Y;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NA907947Y;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA907961W;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23NA907961W;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA907959C;"";"15/04/2024 22:30:00";4;"";"";"";"";"";"";P23NA907959C;"";"15/04/2024 22:30:00";4;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA908011P;"";"15/04/2024 22:30:00";55000;"";"";"";"";"";"";P23NA908011P;"";"15/04/2024 22:30:00";55000;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA908014S;"";"15/04/2024 22:30:00";720;"";"";"";"";"";"";P23NA908014S;"";"15/04/2024 22:30:00";720;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA908013R;"";"15/04/2024 22:30:00";1931;"";"";"";"";"";"";P23NA908013R;"";"15/04/2024 22:30:00";1931;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA908019X;"";"15/04/2024 22:30:00";3504;"";"";"";"";"";"";P23NA908019X;"";"15/04/2024 22:30:00";3504;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23NA908010O;"";"15/04/2024 22:30:00";38647;"";"";"";"";"";"";P23NA908010O;"";"15/04/2024 22:30:00";38647;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872788W;"";"15/04/2024 22:30:00";37244;"";"";"";"";"";"";P23VA872788W;"";"15/04/2024 22:30:00";37244;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872627G;"";"15/04/2024 22:30:00";35895;"";"";"";"";"";"";P23VA872627G;"";"15/04/2024 22:30:00";35895;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872619G;"";"15/04/2024 22:30:00";21043;"";"";"";"";"";"";P23VA872619G;"";"15/04/2024 22:30:00";21043;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872623C;"";"15/04/2024 22:30:00";43387;"";"";"";"";"";"";P23VA872623C;"";"15/04/2024 22:30:00";43387;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872621A;"";"15/04/2024 22:30:00";11419;"";"";"";"";"";"";P23VA872621A;"";"15/04/2024 22:30:00";11419;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872622B;"";"15/04/2024 22:30:00";37836;"";"";"";"";"";"";P23VA872622B;"";"15/04/2024 22:30:00";37836;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872620Z;"";"15/04/2024 22:30:00";9;"";"";"";"";"";"";P23VA872620Z;"";"15/04/2024 22:30:00";9;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872624D;"";"15/04/2024 22:30:00";24878;"";"";"";"";"";"";P23VA872624D;"";"15/04/2024 22:30:00";24878;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872879Y;"";"15/04/2024 22:30:00";40030;"";"";"";"";"";"";P23VA872879Y;"";"15/04/2024 22:30:00";40030;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872625E;"";"15/04/2024 22:30:00";30886;"";"";"";"";"";"";P23VA872625E;"";"15/04/2024 22:30:00";30886;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872626F;"";"15/04/2024 22:30:00";29928;"";"";"";"";"";"";P23VA872626F;"";"15/04/2024 22:30:00";29928;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872618F;"";"15/04/2024 22:30:00";34232;"";"";"";"";"";"";P23VA872618F;"";"15/04/2024 22:30:00";34232;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872630B;"";"15/04/2024 22:30:00";4655;"";"";"";"";"";"";P23VA872630B;"";"15/04/2024 22:30:00";4655;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872636H;"";"15/04/2024 22:30:00";32232;"";"";"";"";"";"";P23VA872636H;"";"15/04/2024 22:30:00";32232;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872637I;"";"15/04/2024 22:30:00";32620;"";"";"";"";"";"";P23VA872637I;"";"15/04/2024 22:30:00";32620;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872632D;"";"15/04/2024 22:30:00";26172;"";"";"";"";"";"";P23VA872632D;"";"15/04/2024 22:30:00";26172;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872631C;"";"15/04/2024 22:30:00";15280;"";"";"";"";"";"";P23VA872631C;"";"15/04/2024 22:30:00";15280;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872635G;"";"15/04/2024 22:30:00";28267;"";"";"";"";"";"";P23VA872635G;"";"15/04/2024 22:30:00";28267;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872828N;"";"15/04/2024 22:30:00";10912;"";"";"";"";"";"";P23VA872828N;"";"15/04/2024 22:30:00";10912;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872653I;"";"15/04/2024 22:30:00";35857;"";"";"";"";"";"";P23VA872653I;"";"15/04/2024 22:30:00";35857;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872654J;"";"15/04/2024 22:30:00";13430;"";"";"";"";"";"";P23VA872654J;"";"15/04/2024 22:30:00";13430;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872835M;"";"15/04/2024 22:30:00";31219;"";"";"";"";"";"";P23VA872835M;"";"15/04/2024 22:30:00";31219;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872832J;"";"15/04/2024 22:30:00";11852;"";"";"";"";"";"";P23VA872832J;"";"15/04/2024 22:30:00";11852;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872649M;"";"15/04/2024 22:30:00";23584;"";"";"";"";"";"";P23VA872649M;"";"15/04/2024 22:30:00";23584;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872883U;"";"15/04/2024 22:30:00";5663;"";"";"";"";"";"";P23VA872883U;"";"15/04/2024 22:30:00";5663;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872648L;"";"15/04/2024 22:30:00";3116;"";"";"";"";"";"";P23VA872648L;"";"15/04/2024 22:30:00";3116;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872829O;"";"15/04/2024 22:30:00";26893;"";"";"";"";"";"";P23VA872829O;"";"15/04/2024 22:30:00";26893;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872834L;"";"15/04/2024 22:30:00";17898;"";"";"";"";"";"";P23VA872834L;"";"15/04/2024 22:30:00";17898;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872836N;"";"15/04/2024 22:30:00";19526;"";"";"";"";"";"";P23VA872836N;"";"15/04/2024 22:30:00";19526;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872833K;"";"15/04/2024 22:30:00";35988;"";"";"";"";"";"";P23VA872833K;"";"15/04/2024 22:30:00";35988;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872878X;"";"15/04/2024 22:30:00";21929;"";"";"";"";"";"";P23VA872878X;"";"15/04/2024 22:30:00";21929;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872830H;"";"15/04/2024 22:30:00";27264;"";"";"";"";"";"";P23VA872830H;"";"15/04/2024 22:30:00";27264;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872831I;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23VA872831I;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872837O;"";"15/04/2024 22:30:00";11525;"";"";"";"";"";"";P23VA872837O;"";"15/04/2024 22:30:00";11525;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872665M;"";"15/04/2024 22:30:00";20590;"";"";"";"";"";"";P23VA872665M;"";"15/04/2024 22:30:00";20590;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872791R;"";"15/04/2024 22:30:00";22269;"";"";"";"";"";"";P23VA872791R;"";"15/04/2024 22:30:00";22269;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872664L;"";"15/04/2024 22:30:00";33128;"";"";"";"";"";"";P23VA872664L;"";"15/04/2024 22:30:00";33128;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872796W;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23VA872796W;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872663K;"";"15/04/2024 22:30:00";31658;"";"";"";"";"";"";P23VA872663K;"";"15/04/2024 22:30:00";31658;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872660H;"";"15/04/2024 22:30:00";5867;"";"";"";"";"";"";P23VA872660H;"";"15/04/2024 22:30:00";5867;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872662J;"";"15/04/2024 22:30:00";6069;"";"";"";"";"";"";P23VA872662J;"";"15/04/2024 22:30:00";6069;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872661I;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23VA872661I;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872667O;"";"15/04/2024 22:30:00";17591;"";"";"";"";"";"";P23VA872667O;"";"15/04/2024 22:30:00";17591;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872659O;"";"15/04/2024 22:30:00";52622;"";"";"";"";"";"";P23VA872659O;"";"15/04/2024 22:30:00";52622;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872666N;"";"15/04/2024 22:30:00";23454;"";"";"";"";"";"";P23VA872666N;"";"15/04/2024 22:30:00";23454;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872795V;"";"15/04/2024 22:30:00";7150;"";"";"";"";"";"";P23VA872795V;"";"15/04/2024 22:30:00";7150;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872985Z;"";"15/04/2024 22:30:00";33257;"";"";"";"";"";"";P23VA872985Z;"";"15/04/2024 22:30:00";33257;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872978A;"";"15/04/2024 22:30:00";15854;"";"";"";"";"";"";P23VA872978A;"";"15/04/2024 22:30:00";15854;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872979B;"";"15/04/2024 22:30:00";14045;"";"";"";"";"";"";P23VA872979B;"";"15/04/2024 22:30:00";14045;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872983X;"";"15/04/2024 22:30:00";23388;"";"";"";"";"";"";P23VA872983X;"";"15/04/2024 22:30:00";23388;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872984Y;"";"15/04/2024 22:30:00";826;"";"";"";"";"";"";P23VA872984Y;"";"15/04/2024 22:30:00";826;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872981V;"";"15/04/2024 22:30:00";1498;"";"";"";"";"";"";P23VA872981V;"";"15/04/2024 22:30:00";1498;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872888Z;"";"15/04/2024 22:30:00";10981;"";"";"";"";"";"";P23VA872888Z;"";"15/04/2024 22:30:00";10981;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872894X;"";"15/04/2024 22:30:00";3595;"";"";"";"";"";"";P23VA872894X;"";"15/04/2024 22:30:00";3595;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872893W;"";"15/04/2024 22:30:00";37083;"";"";"";"";"";"";P23VA872893W;"";"15/04/2024 22:30:00";37083;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872668P;"";"15/04/2024 22:30:00";1774;"";"";"";"";"";"";P23VA872668P;"";"15/04/2024 22:30:00";1774;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858163J;"";"15/04/2024 22:30:00";21454;"";"";"";"";"";"";P23VA858163J;"";"15/04/2024 22:30:00";21454;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872895Y;"";"15/04/2024 22:30:00";8735;"";"";"";"";"";"";P23VA872895Y;"";"15/04/2024 22:30:00";8735;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872892V;"";"15/04/2024 22:30:00";33331;"";"";"";"";"";"";P23VA872892V;"";"15/04/2024 22:30:00";33331;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872889A;"";"15/04/2024 22:30:00";67671;"";"";"";"";"";"";P23VA872889A;"";"15/04/2024 22:30:00";67671;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872890T;"";"15/04/2024 22:30:00";24845;"";"";"";"";"";"";P23VA872890T;"";"15/04/2024 22:30:00";24845;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872669Q;"";"15/04/2024 22:30:00";75465;"";"";"";"";"";"";P23VA872669Q;"";"15/04/2024 22:30:00";75465;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872897A;"";"15/04/2024 22:30:00";28553;"";"";"";"";"";"";P23VA872897A;"";"15/04/2024 22:30:00";28553;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858158M;"";"15/04/2024 22:30:00";10123;"";"";"";"";"";"";P23VA858158M;"";"15/04/2024 22:30:00";10123;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872674N;"";"15/04/2024 22:30:00";1475;"";"";"";"";"";"";P23VA872674N;"";"15/04/2024 22:30:00";1475;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872673M;"";"15/04/2024 22:30:00";43396;"";"";"";"";"";"";P23VA872673M;"";"15/04/2024 22:30:00";43396;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872896Z;"";"15/04/2024 22:30:00";91;"";"";"";"";"";"";P23VA872896Z;"";"15/04/2024 22:30:00";91;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872891U;"";"15/04/2024 22:30:00";12371;"";"";"";"";"";"";P23VA872891U;"";"15/04/2024 22:30:00";12371;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858159N;"";"15/04/2024 22:30:00";44741;"";"";"";"";"";"";P23VA858159N;"";"15/04/2024 22:30:00";44741;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858162I;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23VA858162I;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858156K;"";"15/04/2024 22:30:00";24011;"";"";"";"";"";"";P23VA858156K;"";"15/04/2024 22:30:00";24011;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858160G;"";"15/04/2024 22:30:00";25317;"";"";"";"";"";"";P23VA858160G;"";"15/04/2024 22:30:00";25317;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858155J;"";"15/04/2024 22:30:00";5;"";"";"";"";"";"";P23VA858155J;"";"15/04/2024 22:30:00";5;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858154I;"";"15/04/2024 22:30:00";166;"";"";"";"";"";"";P23VA858154I;"";"15/04/2024 22:30:00";166;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858161H;"";"15/04/2024 22:30:00";7022;"";"";"";"";"";"";P23VA858161H;"";"15/04/2024 22:30:00";7022;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA858157L;"";"15/04/2024 22:30:00";19778;"";"";"";"";"";"";P23VA858157L;"";"15/04/2024 22:30:00";19778;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872656L;"";"15/04/2024 22:30:00";2142;"";"";"";"";"";"";P23VA872656L;"";"15/04/2024 22:30:00";2142;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872651G;"";"15/04/2024 22:30:00";38713;"";"";"";"";"";"";P23VA872651G;"";"15/04/2024 22:30:00";38713;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872633E;"";"15/04/2024 22:30:00";16843;"";"";"";"";"";"";P23VA872633E;"";"15/04/2024 22:30:00";16843;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872657M;"";"15/04/2024 22:30:00";25637;"";"";"";"";"";"";P23VA872657M;"";"15/04/2024 22:30:00";25637;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872634F;"";"15/04/2024 22:30:00";5291;"";"";"";"";"";"";P23VA872634F;"";"15/04/2024 22:30:00";5291;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872628H;"";"15/04/2024 22:30:00";13533;"";"";"";"";"";"";P23VA872628H;"";"15/04/2024 22:30:00";13533;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA872813G;"";"15/04/2024 22:30:00";38387;"";"";"";"";"";"";P23VA872813G;"";"15/04/2024 22:30:00";38387;"";"";"";"";""
BO.Facturacion.cTelelecturaBO;"";P23VA874374M;"";"15/04/2024 22:30:00";5929;"";"";"";"";"";"";P23VA874374M;"";"15/04/2024 22:30:00";5929;"";"";"";"";""
